URL,Seed,Keyword,MSV,Intent,Decision,Reason
https://koalaliving.com.au/collections/lounge/,lounge,lounge,74000,commercial,KEEP,High-volume category — build landing page (gap)
https://koalaliving.com.au/collections/rug/,rug,rug,74000,commercial,KEEP,High-volume category — build landing page (gap)
https://koalaliving.com.au/collections/coffee-table/,coffee table,coffee table,74000,commercial,KEEP,High-volume category — build landing page (gap)
https://koalaliving.com.au/collections/bed-frame/,bed frame,bed frame,60500,commercial,KEEP,High-volume category — build landing page (gap)
https://koalaliving.com.au/collections/mattress/,mattress,mattress,60500,commercial,KEEP,High-volume category — build landing page (gap)
https://koalaliving.com.au/collections/dining-table/,dining table,dining table,49500,commercial,KEEP,High-volume category — build landing page (gap)
https://koalaliving.com.au/collections/bedroom-furniture/,bedroom furniture,bedroom furniture,47500,commercial,KEEP,High-volume category — build landing page (gap)
https://koalaliving.com.au/collections/outdoor-furniture/,outdoor furniture,outdoor furniture,22400,commercial,KEEP,High-volume category — build landing page (gap)
https://koalaliving.com.au/collections/vase/,vase,vase,20100,commercial,KEEP,High-volume category — build landing page (gap)
https://koalaliving.com.au/blog/styling-notes/ultimate-guide-living-room-rug-placement/,ultimate guide living room rug placement,ultimate guide living room rug placement,TBC,informational,KEEP,Blog/guide — keep
https://koalaliving.com.au/blog/buying-guides/understanding-different-types-of-leather-used-in-sofas/,understanding different types of leather used in sofas,understanding different types of leather used in sofas,TBC,informational,KEEP,Blog/guide — keep
https://koalaliving.com.au/blog/styling-notes/styling-guide-mastering-monochrome-in-home-decor/,styling guide mastering monochrome in home decor,styling guide mastering monochrome in home decor,TBC,informational,KEEP,Blog/guide — keep
https://koalaliving.com.au/blog/styling-notes/fabric-vs-leather-finding-the-right-sofa-for-your-style/,fabric vs leather finding the right sofa for your style,fabric vs leather finding the right sofa for your style,TBC,informational,KEEP,Blog/guide — keep
https://koalaliving.com.au/blog/how-to/how-to-make-a-positive-home-during-lockdown/,how to make a positive home during lockdown,how to make a positive home during lockdown,TBC,informational,KEEP,Blog/guide — keep
https://koalaliving.com.au/blog/styling-notes/luxe-home-offices-for-productivity/,luxe home offices for productivity,luxe home offices for productivity,TBC,informational,KEEP,Blog/guide — keep
https://koalaliving.com.au/blog/styling-notes/styling-guide-for-the-minimalist-home-aesthetic/,styling guide for the minimalist home aesthetic,styling guide for the minimalist home aesthetic,TBC,informational,KEEP,Blog/guide — keep
https://koalaliving.com.au/blog/styling-notes/gold-silver-and-brass-how-to-mix-metals-when-styling-your-home/,gold silver and brass how to mix metals when styling your ho,gold silver and brass how to mix metals when styling your ho,TBC,informational,KEEP,Blog/guide — keep
https://koalaliving.com.au/blog/styling-notes/furnishing-ideas-to-create-an-entertaining-outdoor-area/,furnishing ideas to create an entertaining outdoor area,furnishing ideas to create an entertaining outdoor area,TBC,informational,KEEP,Blog/guide — keep
https://koalaliving.com.au/blog/styling-notes/artificial-plants-and-furniture-creating-a-green-home/,artificial plants and furniture creating a green home,artificial plants and furniture creating a green home,TBC,informational,KEEP,Blog/guide — keep
https://koalaliving.com.au/blog/styling-notes/the-art-of-arranging-furniture-for-an-open-living-space/,the art of arranging furniture for an open living space,the art of arranging furniture for an open living space,TBC,informational,KEEP,Blog/guide — keep
https://koalaliving.com.au/blog/styling-notes/7-furniture-trends-in-2024-to-revamp-your-home/,7 furniture trends in 2024 to revamp your home,7 furniture trends in 2024 to revamp your home,TBC,informational,KEEP,Blog/guide — keep
https://koalaliving.com.au/blog/buying-guides/all-about-velvet-furniture/,all about velvet furniture,all about velvet furniture,TBC,informational,KEEP,Blog/guide — keep
https://koalaliving.com.au/blog/how-to/how-to-host-the-perfect-easter-brunch/,how to host the perfect easter brunch,how to host the perfect easter brunch,TBC,informational,KEEP,Blog/guide — keep
https://koalaliving.com.au/storelocator/new-south-wales/Moore-Park/,furniture store moore,furniture store moore,TBC,commercial,KEEP,Local store page — keep
https://koalaliving.com.au/storelocator/new-south-wales/artarmon-home-hq/,furniture store artarmon,furniture store artarmon,TBC,commercial,KEEP,Local store page — keep
https://koalaliving.com.au/storelocator/western-australia/cannington/,furniture store cannington,furniture store cannington,TBC,commercial,KEEP,Local store page — keep
https://koalaliving.com.au/storelocator/victoria/clearance-outlet-altona/,furniture store clearance,furniture store clearance,TBC,commercial,KEEP,Local store page — keep
https://koalaliving.com.au/storelocator/south-australia/payneham-service-trade-center/,furniture store payneham,furniture store payneham,TBC,commercial,KEEP,Local store page — keep
https://koalaliving.com.au/storelocator/new-south-wales/primewest-auburn-megamall/,furniture store primewest,furniture store primewest,TBC,commercial,KEEP,Local store page — keep
https://koalaliving.com.au/storelocator/new-south-wales/castle-hill-super-centre/,furniture store castle,furniture store castle,TBC,commercial,KEEP,Local store page — keep
https://koalaliving.com.au/storelocator/victoria/springvale-homemaker-centre/,furniture store springvale,furniture store springvale,TBC,commercial,KEEP,Local store page — keep
https://koalaliving.com.au/storelocator/victoria/south-wharf-dfo/,furniture store south,furniture store south,TBC,commercial,KEEP,Local store page — keep
https://koalaliving.com.au/storelocator/victoria/maribyrnong-homemaker-centre/,furniture store maribyrnong,furniture store maribyrnong,TBC,commercial,KEEP,Local store page — keep
https://koalaliving.com.au/virtual-consultation/,virtual consultation,virtual consultation,TBC,navigational,KEEP,Static/brand page — keep
https://koalaliving.com.au/membership/,membership,membership,TBC,navigational,KEEP,Static/brand page — keep
https://koalaliving.com.au/appointment/,appointment,appointment,TBC,navigational,KEEP,Static/brand page — keep
https://koalaliving.com.au/helpcenter/,helpcenter,helpcenter,TBC,navigational,KEEP,Static/brand page — keep
https://koalaliving.com.au/trade-program/,trade program,trade program,TBC,navigational,KEEP,Static/brand page — keep
https://koalaliving.com.au/contact-us/,contact us,contact us,TBC,navigational,KEEP,Static/brand page — keep
https://koalaliving.com.au/about/,about,about,TBC,navigational,KEEP,Static/brand page — keep
https://koalaliving.com.au/blog/how-to/,how to,how to,TBC,informational,KEEP,Blog/guide — keep
https://koalaliving.com.au/store-locator/,store locator,store locator,TBC,navigational,KEEP,Static/brand page — keep
https://koalaliving.com.au/newsletter/,newsletter,newsletter,TBC,navigational,KEEP,Static/brand page — keep
https://koalaliving.com.au/virtual-showroom/,virtual showroom,virtual showroom,TBC,navigational,KEEP,Static/brand page — keep
https://koalaliving.com.au/warranty/,warranty,warranty,TBC,navigational,KEEP,Static/brand page — keep
https://koalaliving.com.au/design-tool/,design tool,design tool,TBC,navigational,KEEP,Static/brand page — keep
https://koalaliving.com.au/product-care-page/,product care page,product care page,TBC,navigational,KEEP,Static/brand page — keep
https://koalaliving.com.au/archie-collection/,archie collection,archie collection,TBC,commercial,KEEP,Branded range/collection — keep
https://koalaliving.com.au/san-pierre-collection/,san pierre collection,san pierre collection,TBC,commercial,KEEP,Branded range/collection — keep
https://koalaliving.com.au/ar-landing-page/,ar landing page,ar landing page,TBC,navigational,KEEP,Static/brand page — keep
https://koalaliving.com.au/membership/,membership,membership,TBC,navigational,KEEP,Static/brand page — keep
https://koalaliving.com.au/Archie-Statuario-White-Sintered-Stone-Console-Table-Single Leg/,archie statuario white sintered stone console table single l,archie statuario white sintered stone console table single l,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Elva-Green-Pastel-Leather-2-Seater-Sofa/,elva green pastel leather 2 seater sofa,elva green pastel leather 2 seater sofa,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Archie-White-Sintered-Stone-Entertainment-Unit/,archie white sintered stone entertainment unit,archie white sintered stone entertainment unit,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Graphite-Dream-Floor-Rug-Z1111-WM3C3-DC/,graphite dream floor rug z1111 wm3c3 dc,graphite dream floor rug z1111 wm3c3 dc,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Mathias-Stone-White-Fabric-2-Pieces-Modular-Dual-Electric-Recliner-with-Console/,mathias stone white fabric 2 pieces modular dual electric re,mathias stone white fabric 2 pieces modular dual electric re,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Belgian-Chocolate-Chenille-Cushion-50x50/,belgian chocolate chenille cushion 50x50,belgian chocolate chenille cushion 50x50,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Moulin-Walnut-Vegan-Leather-66-cm-Counter-Stool/,moulin walnut vegan leather 66 cm counter stool,moulin walnut vegan leather 66 cm counter stool,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Spencer-Almond-Cream-Leather-3-Pieces-Modular-Sofa/,spencer almond cream leather 3 pieces modular sofa,spencer almond cream leather 3 pieces modular sofa,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Axis-Dolomite-Shadow-Box-with-Antique-Brown-PS-Frame/,axis dolomite shadow box with antique brown ps frame,axis dolomite shadow box with antique brown ps frame,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Maddie-Curved-Charcoal-Velvet-3-Seater-Sofa/,maddie curved charcoal velvet 3 seater sofa,maddie curved charcoal velvet 3 seater sofa,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Maison-Piaza-White-Fabric-Modular-Sofa/,maison piaza white fabric modular sofa,maison piaza white fabric modular sofa,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Kelly-Charcoal-Velvet-2-Seater-Sofa-Black-Nickel-Legs/,kelly charcoal velvet 2 seater sofa black nickel legs,kelly charcoal velvet 2 seater sofa black nickel legs,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Glora-Sand-Beige-Vegan-Leather-Dining-Chair-Ebony-Brown-Ash-Legs/,glora sand beige vegan leather dining chair ebony brown ash ,glora sand beige vegan leather dining chair ebony brown ash ,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Millaray-III-Antique-Gold-Arch-Mirror-180-cm/,millaray iii antique gold arch mirror 180 cm,millaray iii antique gold arch mirror 180 cm,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Antelope-Woven-Fabric-Cushion-30x50/,antelope woven fabric cushion 30x50,antelope woven fabric cushion 30x50,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Valiant-II-Chiffon-White-Fabric-Corner-Lounge/,valiant ii chiffon white fabric corner lounge,valiant ii chiffon white fabric corner lounge,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Messina-Sponge-Floor-Rug---Small-160x230/,messina sponge floor rug small 160x230,messina sponge floor rug small 160x230,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Bordeaux-Red-Chenille-Fabric-Cushion-40x60/,bordeaux red chenille fabric cushion 40x60,bordeaux red chenille fabric cushion 40x60,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Moulin-Fusion-Grey-Woven-Fabric-Dining-Chair-Champagne-Gold-Legs/,moulin fusion grey woven fabric dining chair champagne gold ,moulin fusion grey woven fabric dining chair champagne gold ,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Powder-White-Chenille-Fabric-Cushion-30x50/,powder white chenille fabric cushion 30x50,powder white chenille fabric cushion 30x50,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Viktor-Beige-Vegan-Leather-Dining-Chair-Lionhead-Pull/,viktor beige vegan leather dining chair lionhead pull,viktor beige vegan leather dining chair lionhead pull,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Archie-White-Sintered-Stone-Dining-Table-Matte-Black-Legs-268-x-118-cm/,archie white sintered stone dining table matte black legs 26,archie white sintered stone dining table matte black legs 26,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Terra-Linea-Light-Ash-Veneer-Dining-Table-Single-Leg-240cm-x-120cm/,terra linea light ash veneer dining table single leg 240cm x,terra linea light ash veneer dining table single leg 240cm x,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Albany-Charcoal-Woven-Right-Chaise-Lounge/,albany charcoal woven right chaise lounge,albany charcoal woven right chaise lounge,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Amity-Pearl-Beige-Fabric-Right-Chaise-Module/,amity pearl beige fabric right chaise module,amity pearl beige fabric right chaise module,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Estelle-Velvet-Mustard-Velveteen-Fabric-King-Bed/,estelle velvet mustard velveteen fabric king bed,estelle velvet mustard velveteen fabric king bed,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Deacon-Antique-Gold-Vase/,deacon antique gold vase,deacon antique gold vase,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Kelly-Navy-Blue-Velvet-Ottoman/,kelly navy blue velvet ottoman,kelly navy blue velvet ottoman,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Calma-Pearl-Beige-Fabric-3-Pieces-Modular-Sofa/,calma pearl beige fabric 3 pieces modular sofa,calma pearl beige fabric 3 pieces modular sofa,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Quinn-Cloud-Grey-Vegan-Leather-Dining-Chair-Black-Legs/,quinn cloud grey vegan leather dining chair black legs,quinn cloud grey vegan leather dining chair black legs,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Tarrington-Navy-Blue-Velvet-Occasional-Chair/,tarrington navy blue velvet occasional chair,tarrington navy blue velvet occasional chair,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Riviera-Sofa-Accessory-Side-Table/,riviera sofa accessory side table,riviera sofa accessory side table,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Quincy-Stone-Cream-Woven-Fabric-Modular-Sofa-Right-Chaise/,quincy stone cream woven fabric modular sofa right chaise,quincy stone cream woven fabric modular sofa right chaise,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/San-Pierre-Beige-Paint-Double-Bed/,san pierre beige paint double bed,san pierre beige paint double bed,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Marvie-Champagne-Beige-Semi-Aniline-Leather-2-Pieces-Modular-Sofa/,marvie champagne beige semi aniline leather 2 pieces modular,marvie champagne beige semi aniline leather 2 pieces modular,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Archie-Black-Sintered-Stone-Dining-Table-Black-Legs/,archie black sintered stone dining table black legs,archie black sintered stone dining table black legs,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Calma-Fusion-Grey-Fabric-Modular-Sofa-Left-Arm/,calma fusion grey fabric modular sofa left arm,calma fusion grey fabric modular sofa left arm,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Willow-Mid-Biege-Woven-Fabric-Modular-Right-Arm-Seat/,willow mid biege woven fabric modular right arm seat,willow mid biege woven fabric modular right arm seat,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Harbon-Floor-Rug---Large-250x350/,harbon floor rug large 250x350,harbon floor rug large 250x350,TBC,commercial,KEEP,Product (PDP) long-tail — keep
https://koalaliving.com.au/Capri-Copper-Brown-Velveteen-3-Pieces-Sofa/,capri copper brown velveteen 3 pieces sofa,capri copper brown velveteen 3 pieces sofa,TBC,commercial,KEEP,Product (PDP) long-tail — keep
